visualize scatter select facid , count ( * ) from faculty as t1 join student as t2 on t1 . facid = t2 . advisor group by t1 . facid
visualize bar select hire_date , avg ( department_id ) from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by avg ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by avg ( department_id ) asc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by avg ( department_id ) desc bin hire_date by weekday
visualize bar select hire_date , avg ( department_id ) from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by avg ( department_id ) desc bin hire_date by weekday
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date asc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date asc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date asc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date asc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date asc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date asc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date desc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date desc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date desc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date desc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date desc
visualize line select hire_date , commission_pct from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by hire_date desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select first_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select first_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select first_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by first_name desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select first_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select last_name , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select last_name , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id asc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select last_name , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by manager_id desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by last_name desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id asc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select last_name , department_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by department_id desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id asc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select email , employee_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by employee_id desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary asc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select email , salary from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by salary desc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email asc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
visualize bar select email , manager_id from employees where department_id not in ( select department_id from departments where manager_id between {value} and {value} ) order by email desc
